1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,LotArea,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
2121,0.0,3.0,0,2121,732,2007.0,2121,14450,315.0,98,5,9,2121,2006,2007,415298
1156,866.0,4.0,392,768,505,1977.0,2022,10005,299.0,117,5,7,1160,1977,1977,192000
1175,807.0,3.0,421,386,575,1989.0,1982,11287,340.0,84,6,7,807,1989,1989,228500
1262,0.0,3.0,905,357,572,2006.0,1262,7200,68.0,120,5,6,1262,2006,2006,185000
1314,0.0,2.0,904,410,626,2008.0,1314,5063,166.0,62,5,7,1314,2007,2008,207500
1468,0.0,3.0,0,1468,898,2008.0,1468,9612,72.0,150,5,8,1468,2008,2009,244600
1575,0.0,3.0,430,1145,529,1992.0,1575,8012,0.0,0,5,6,1575,1992,1992,179200
625,625.0,2.0,0,625,528,2006.0,1250,4251,0.0,54,5,7,625,2006,2007,164700
1085,649.0,3.0,600,312,440,1962.0,1734,9786,0.0,0,7,6,912,1962,1981,159000
858,0.0,3.0,614,244,0,1980.0,858,8125,0.0,0,4,4,858,1971,1971,88000
900,0.0,3.0,450,432,280,1970.0,900,9819,31.0,0,5,5,882,1967,1967,122000
698,698.0,3.0,0,698,384,2003.0,1396,8730,0.0,0,7,6,698,1915,2003,153575
1079,840.0,3.0,0,1079,685,2006.0,1919,15611,0.0,51,5,8,1079,2006,2006,233230
936,780.0,6.0,210,570,0,1980.0,1716,5687,0.0,184,6,5,780,1912,2000,135900
1148,568.0,3.0,292,476,281,1949.0,1716,11409,0.0,0,4,5,768,1949,2008,131000
1468,795.0,3.0,795,0,539,1977.0,2263,16659,34.0,250,7,7,795,1977,1994,235000
1644,0.0,3.0,1285,131,418,1953.0,1644,9600,238.0,0,5,6,1416,1953,1953,167000
1003,0.0,3.0,819,184,588,1984.0,1003,7937,0.0,0,6,6,1003,1984,1984,142500
910,648.0,4.0,420,490,282,1950.0,1558,13710,0.0,0,5,5,910,1950,1950,152000
975,975.0,3.0,649,326,576,1997.0,1950,7399,1600.0,10,5,7,975,1997,1998,239000
1041,702.0,3.0,384,143,539,1968.0,1743,11700,365.0,0,6,6,702,1968,1968,175000
1152,0.0,3.0,0,1092,300,1950.0,1152,14000,0.0,36,8,6,1092,1950,2004,158500
1336,0.0,2.0,841,324,375,1953.0,1336,15750,56.0,0,5,5,1165,1953,1953,157000
1210,1242.0,4.0,281,747,683,1998.0,2452,16226,0.0,50,5,8,1028,1998,1999,267000
1541,0.0,3.0,0,1541,843,2001.0,1541,13704,150.0,81,5,7,1541,2001,2002,205000
894,0.0,3.0,894,0,552,1975.0,894,9800,0.0,0,7,5,894,1972,1972,149900
1675,1818.0,3.0,0,1470,870,2003.0,3493,18386,0.0,0,9,7,1470,1880,2002,295000
2000,0.0,3.0,1464,536,888,2004.0,2000,10386,246.0,0,5,8,2000,2004,2005,305900
1122,1121.0,4.0,700,0,746,1990.0,2243,13474,246.0,44,5,7,700,1990,1991,225000
1035,371.0,3.0,0,319,0,1980.0,1406,7920,0.0,144,7,6,319,1920,1950,89500
861,0.0,1.0,262,599,539,1961.0,861,12342,0.0,0,5,4,861,1940,1950,82500
1944,0.0,3.0,1274,622,708,2003.0,1944,12378,0.0,175,5,9,1896,2003,2004,360000
697,804.0,3.0,518,179,420,1993.0,1501,7685,112.0,63,5,6,697,1993,1994,165600
972,0.0,2.0,680,292,240,1948.0,972,8000,0.0,0,6,6,972,1948,2002,132000
793,325.0,3.0,507,286,410,1939.0,1118,7800,0.0,0,7,5,793,1939,1950,119900
2036,0.0,3.0,1236,80,513,1965.0,2036,215245,0.0,0,5,7,2136,1965,1965,375000
832,809.0,3.0,16,712,546,1925.0,1641,9600,0.0,0,7,7,728,1925,1990,178000
716,716.0,3.0,425,291,432,2004.0,1432,7795,0.0,51,5,7,716,2004,2005,188500
1153,0.0,4.0,692,153,484,1983.0,2353,13005,278.0,195,7,7,845,1980,1980,260000
1088,871.0,3.0,0,1088,1025,2006.0,1959,9000,0.0,46,5,8,1088,2006,2006,270000
1372,1274.0,3.0,987,360,656,1993.0,2646,9900,256.0,60,5,7,1347,1993,1993,260000
1472,0.0,3.0,1036,336,588,1980.0,1472,14115,225.0,48,5,7,1372,1980,1980,187500
1249,1347.0,4.0,0,1249,840,2006.0,2596,16259,370.0,154,5,9,1249,2006,2006,342643
1136,1332.0,4.0,970,166,872,2004.0,2468,12099,388.0,154,5,8,1136,2004,2004,354000
1553,1177.0,4.0,28,0,576,1987.0,2730,10380,172.0,96,5,7,1502,1986,1987,301000
1163,0.0,3.0,256,906,220,1955.0,1163,5820,0.0,98,8,3,1162,1955,2005,126175
1898,1080.0,5.0,0,710,564,1961.0,2978,11275,300.0,0,7,7,710,1967,2007,242000
803,0.0,2.0,116,604,360,1941.0,803,5000,0.0,0,6,5,720,1941,1950,87000
1719,0.0,1.0,1619,100,473,1993.0,1719,10846,0.0,30,5,8,1719,1993,1993,324000
1383,0.0,3.0,565,818,292,1960.0,1383,11600,175.0,45,5,6,1383,1960,1960,145250
1445,689.0,5.0,0,844,441,1930.0,2134,11888,0.0,60,6,6,844,1916,1994,214500
596,596.0,3.0,0,596,189,1920.0,1192,6402,0.0,0,5,5,596,1920,1950,78000
1728,0.0,6.0,40,1424,352,2002.0,1728,10624,84.0,0,4,5,1728,1964,1964,119000
1056,0.0,3.0,846,210,308,1958.0,1056,8176,0.0,0,6,5,1056,1958,1992,139000
1629,0.0,3.0,1124,1603,880,2003.0,1629,10655,296.0,0,5,8,3206,2003,2004,284000
1358,0.0,2.0,720,638,484,2004.0,1358,8198,146.0,30,5,7,1358,2004,2004,207000
943,0.0,3.0,828,115,472,1998.0,1638,9042,0.0,38,5,6,943,1998,1998,192000
1619,167.0,3.0,1249,103,529,1965.0,1786,164660,0.0,0,6,5,1499,1965,1965,228950
1922,0.0,3.0,1249,673,676,2005.0,1922,14157,200.0,51,5,9,1922,2005,2006,377426
1536,0.0,3.0,810,726,532,2002.0,1536,9135,113.0,74,5,7,1536,2002,2003,214000
1621,0.0,3.0,213,995,440,1984.0,1621,14145,0.0,45,7,7,1208,1984,1998,202500
1215,0.0,3.0,585,630,297,1958.0,1215,12400,176.0,0,7,6,1215,1958,1998,155000
993,915.0,4.0,0,967,431,2002.0,1908,14191,0.0,0,5,8,967,2002,2002,202900
841,0.0,2.0,0,721,294,1950.0,841,8400,0.0,0,4,4,721,1950,1950,82000
1040,0.0,2.0,0,0,400,1949.0,1040,8544,340.0,0,4,3,0,1949,1950,87500
1684,0.0,2.0,28,1656,564,2005.0,1684,8849,616.0,72,5,9,1684,2005,2005,266000
536,576.0,3.0,129,175,336,1976.0,1112,2592,0.0,0,3,5,536,1976,1976,85000
972,605.0,3.0,0,972,312,1939.0,1577,6435,0.0,0,5,6,972,1939,1950,140200
958,0.0,2.0,498,460,301,1960.0,958,12772,0.0,0,8,6,958,1960,1998,151500
1478,0.0,3.0,1270,208,498,1960.0,1478,17600,30.0,40,5,6,1478,1960,1960,157500
764,862.0,2.0,573,191,474,2003.0,1626,2448,106.0,27,5,7,764,2003,2004,154000
1848,880.0,4.0,1410,438,706,2006.0,2728,20431,870.0,0,5,9,1848,2005,2006,437154
1869,0.0,2.0,0,1869,617,2007.0,1869,7820,362.0,54,5,9,1869,2007,2007,318061
1453,0.0,3.0,1082,371,445,1986.0,1453,5271,0.0,80,5,7,1453,1986,1986,190000
616,495.0,3.0,236,0,200,1941.0,1111,9084,0.0,0,6,5,616,1941,1950,95000
720,0.0,2.0,0,624,484,2005.0,720,8520,0.0,0,8,6,624,1928,2003,105900
1192,403.0,2.0,388,552,240,1940.0,1595,8400,0.0,0,5,6,940,1940,2000,140000
1200,0.0,3.0,334,322,521,1995.0,1200,11249,0.0,26,5,6,1200,1995,1995,177500
1167,0.0,3.0,560,598,400,1992.0,1167,9248,106.0,26,6,6,1158,1992,1992,173000
1142,0.0,3.0,874,268,528,1976.0,1142,4224,0.0,90,5,5,1142,1976,1976,134000
1352,0.0,3.0,300,468,288,1958.0,1352,6930,120.0,0,4,5,1062,1958,1958,130000
1086,838.0,3.0,956,130,592,1998.0,1924,12011,530.0,75,5,8,1086,1998,1998,280000
912,0.0,2.0,773,115,470,1978.0,912,7540,0.0,0,6,6,888,1978,1978,156000
988,517.0,3.0,399,484,240,1940.0,1505,9144,0.0,0,5,5,883,1940,1982,145000
495,1427.0,4.0,0,0,672,2003.0,1922,7301,500.0,0,5,7,0,2003,2003,198500
483,504.0,3.0,162,321,264,1972.0,987,1680,510.0,0,8,6,483,1972,2007,118000
790,784.0,3.0,712,84,566,1976.0,1574,18800,120.0,111,5,6,796,1976,1976,190000
672,672.0,3.0,456,216,468,1964.0,1344,10690,0.0,128,7,5,672,1920,1997,147000
1394,0.0,3.0,609,785,514,1963.0,1394,9500,247.0,76,5,6,1394,1963,1963,159000
1431,0.0,3.0,371,728,296,1962.0,1431,9150,305.0,110,5,6,1099,1962,1962,165000
1268,0.0,2.0,540,728,244,1954.0,1268,7800,200.0,98,6,5,1268,1954,1954,132000
1287,0.0,3.0,72,733,576,1997.0,1287,9830,0.0,17,7,5,1063,1959,2006,162000
953,711.0,3.0,0,953,460,2000.0,1664,8121,0.0,40,5,6,953,2000,2000,172400
1120,468.0,4.0,0,0,680,1991.0,1588,17120,0.0,59,4,4,0,1959,1959,134432
752,0.0,2.0,623,0,264,1984.0,752,7175,0.0,0,5,6,744,1984,1984,125000
1319,0.0,3.0,428,0,270,1953.0,1319,10634,0.0,0,6,5,608,1953,1953,123000
847,1081.0,4.0,0,847,434,2003.0,1928,8200,0.0,48,5,7,847,2003,2004,219500
904,0.0,1.0,350,333,0,1980.0,904,10020,0.0,0,1,1,683,1922,1950,61000
914,0.0,2.0,298,572,576,1998.0,914,8846,0.0,0,5,5,870,1996,1996,148000
1580,886.0,4.0,0,1580,610,2004.0,2466,11143,0.0,214,5,8,1580,2004,2005,340000
1856,0.0,1.0,1445,411,834,2010.0,1856,11394,350.0,0,2,9,1856,2010,2010,394432
1007,793.0,3.0,0,982,463,2000.0,1800,8123,16.0,63,5,6,982,2000,2000,179000
1026,665.0,3.0,218,808,308,1924.0,1691,5000,0.0,0,6,5,1026,1924,1950,127000
1301,0.0,2.0,0,1293,572,2006.0,1301,7200,0.0,121,5,7,1293,2006,2006,187750
939,858.0,3.0,0,939,639,2006.0,1797,9245,0.0,53,5,7,939,2006,2006,213500
784,0.0,2.0,0,784,360,1950.0,784,9000,0.0,0,3,6,784,1928,1950,76000
1079,874.0,3.0,985,595,501,1992.0,1953,53107,0.0,231,5,6,1580,1992,1992,240000
1269,0.0,2.0,24,1232,430,2004.0,1269,3182,16.0,20,5,8,1256,2004,2005,192000
658,526.0,5.0,0,658,0,1980.0,1184,8410,0.0,151,3,5,658,1910,1996,81000
1125,0.0,3.0,631,410,352,1977.0,1125,7200,255.0,0,6,6,1041,1976,1976,125000
1479,0.0,3.0,0,1468,577,1999.0,1479,9382,125.0,25,5,7,1468,1999,2000,191000
1742,590.0,3.0,1280,402,846,2008.0,2332,12474,272.0,134,5,10,1682,2007,2008,426000
961,406.0,4.0,241,229,384,1978.0,1367,8405,0.0,130,8,5,861,1900,1950,119000
804,1157.0,3.0,690,114,560,2001.0,1961,12209,0.0,192,5,6,804,2001,2002,215000
882,0.0,3.0,0,0,294,1959.0,882,8339,0.0,0,7,5,0,1959,1959,106500
788,0.0,2.0,266,522,0,1980.0,788,7446,0.0,0,5,4,788,1941,1950,100000
735,299.0,2.0,0,735,240,1940.0,1034,10134,0.0,39,6,5,735,1940,1950,109000
1144,0.0,3.0,739,405,596,1956.0,1144,9571,0.0,0,6,5,1144,1956,1956,129000
894,0.0,2.0,777,117,600,1985.0,894,7200,0.0,0,5,5,894,1972,1972,123000
876,936.0,4.0,540,324,264,1962.0,1812,7590,288.0,168,5,5,864,1962,1962,169500
1077,0.0,2.0,0,961,338,1920.0,1077,8967,0.0,0,2,5,961,1920,1950,67000
1112,438.0,2.0,812,280,438,2007.0,1550,8125,100.0,168,5,7,1092,2006,2007,241000
1288,0.0,1.0,786,474,500,1996.0,1288,14963,0.0,30,5,8,1260,1996,1996,245500
1310,0.0,3.0,24,1286,400,2005.0,1310,8767,0.0,0,5,7,1310,2005,2005,164990
672,0.0,2.0,0,672,240,1940.0,672,10200,0.0,0,8,5,672,1940,1997,108000
1165,0.0,4.0,0,1141,420,1998.0,2263,12090,650.0,123,5,8,1141,1998,1998,258000
806,766.0,3.0,0,806,373,1995.0,1572,10364,0.0,40,5,6,806,1995,1996,168000
1620,0.0,3.0,1116,165,490,1993.0,1620,9991,0.0,78,4,4,1281,1976,1993,150000
1166,0.0,3.0,0,1064,240,1936.0,1639,10480,0.0,0,5,6,1064,1936,1950,115000
840,840.0,3.0,0,840,308,1960.0,1680,15576,0.0,0,7,6,840,1915,1976,177000
1071,1101.0,3.0,0,1063,947,2006.0,2172,14154,350.0,62,5,7,1063,2006,2006,280000
1050,1028.0,3.0,789,245,836,2008.0,2078,10800,100.0,102,5,8,1034,2007,2008,339750
1276,0.0,3.0,0,1276,350,1958.0,1276,9571,0.0,0,3,5,1276,1958,1958,60000
1056,0.0,3.0,1056,0,572,1955.0,1056,34650,0.0,0,5,5,1056,1955,1955,145000
1478,0.0,2.0,578,892,484,2009.0,1478,4403,432.0,144,5,7,1470,2009,2009,222000
1028,0.0,2.0,0,1008,360,1927.0,1028,8960,0.0,0,6,5,1008,1927,1950,115000
1080,1017.0,3.0,50,499,678,1993.0,2097,11228,0.0,187,5,7,1080,1993,1993,228000
1340,0.0,3.0,24,1316,396,2007.0,1340,8899,0.0,30,5,7,1340,2007,2007,181134
672,728.0,3.0,209,463,440,1978.0,1400,7844,203.0,0,7,6,672,1978,1978,149500
1370,1254.0,4.0,1128,242,864,1918.0,2624,22420,0.0,0,6,6,1370,1918,1950,239000
756,378.0,3.0,312,444,240,1940.0,1134,8160,0.0,0,6,5,756,1940,1950,126000
1056,0.0,3.0,775,281,304,1968.0,1056,8450,0.0,85,6,5,1056,1968,1968,142000
1344,0.0,3.0,1309,35,784,1997.0,1344,7060,200.0,0,5,7,1344,1997,1998,206300
1602,0.0,3.0,1246,356,529,1977.0,1602,16635,126.0,0,7,6,1602,1977,2000,215000
988,0.0,2.0,0,988,520,1954.0,988,21750,0.0,0,5,5,988,1954,1954,113000
1470,0.0,4.0,986,484,696,1998.0,2630,9200,473.0,66,5,8,1470,1998,1998,315000
1196,0.0,2.0,616,580,297,1956.0,1196,9000,74.0,44,5,6,1196,1956,1956,139000
707,682.0,3.0,0,651,240,1947.0,1389,3378,0.0,0,8,7,651,1946,1992,135000
1644,0.0,2.0,1518,0,569,1989.0,1644,12800,145.0,0,5,7,1518,1989,1989,275000
907,0.0,3.0,288,619,352,1964.0,907,8593,0.0,0,6,4,907,1957,1957,109008
1208,0.0,2.0,664,544,628,2007.0,1208,6762,108.0,54,5,7,1208,2007,2007,195400
1412,0.0,3.0,1005,387,576,1988.0,1412,11457,0.0,0,5,6,1392,1988,1988,175000
483,504.0,2.0,387,96,264,1971.0,987,1680,232.0,0,5,6,483,1971,1971,85400
1088,110.0,4.0,0,901,0,1980.0,1198,5586,0.0,98,7,6,901,1920,1998,79900
765,600.0,2.0,471,294,440,1971.0,1365,1920,376.0,36,5,5,765,1971,1971,122500
926,678.0,3.0,0,926,470,1997.0,1604,10839,0.0,36,5,6,926,1997,1998,181000
630,0.0,1.0,495,135,0,1980.0,630,1890,0.0,0,7,4,630,1972,1972,81000
827,834.0,3.0,385,70,550,1996.0,1661,10667,0.0,61,6,7,799,1996,1996,212000
734,0.0,2.0,0,648,440,1990.0,1118,4400,0.0,0,8,6,648,1920,1950,116000
904,0.0,2.0,0,884,180,1926.0,904,6000,0.0,0,7,6,884,1926,2004,119000
694,0.0,3.0,365,75,352,1990.0,694,4280,0.0,0,6,5,440,1913,2002,90350
684,512.0,3.0,0,684,528,2005.0,1196,12354,0.0,46,8,6,684,1920,2000,110000
2402,0.0,2.0,1767,788,672,2008.0,2402,15431,200.0,72,5,10,3094,2008,2008,555000
1440,0.0,4.0,133,1307,0,1980.0,1440,12108,270.0,0,4,4,1440,1955,1955,118000
1128,445.0,3.0,0,1078,360,1930.0,1573,6240,0.0,0,7,5,1078,1930,1992,162900
1258,0.0,2.0,0,1258,648,2007.0,1258,3922,72.0,16,5,7,1258,2006,2007,172500
933,975.0,4.0,642,273,493,1994.0,1908,8750,0.0,133,5,7,915,1994,1995,210000
1689,0.0,3.0,0,1436,480,1956.0,1689,9855,0.0,0,5,6,1436,1956,1956,127500
1888,0.0,2.0,247,557,578,1966.0,1888,16492,0.0,0,6,6,1517,1966,2002,190000
956,930.0,3.0,0,930,431,1998.0,1886,11214,0.0,0,5,7,930,1998,1999,199900
780,596.0,3.0,0,780,198,1937.0,1376,8600,0.0,0,6,6,780,1937,1950,119500
679,504.0,2.0,331,318,308,1981.0,1183,6000,0.0,176,7,3,649,1948,2002,120000
813,0.0,2.0,0,813,270,1932.0,813,5684,0.0,113,8,6,813,1930,2005,110000
1533,0.0,2.0,655,878,576,1975.0,1533,70761,0.0,54,5,7,1533,1975,1975,280000
888,868.0,3.0,742,130,422,1996.0,1756,9303,42.0,122,5,6,872,1996,1997,204000
786,0.0,3.0,0,768,676,2008.0,1590,9000,0.0,30,5,8,768,2008,2008,210000
1728,0.0,4.0,1606,122,560,1976.0,1728,9297,0.0,0,5,5,1728,1976,1976,188000
1242,0.0,3.0,916,326,528,1973.0,1242,9600,320.0,0,6,7,1242,1973,1973,175500
624,720.0,4.0,0,624,513,1916.0,1344,4571,0.0,0,5,5,624,1916,1950,98000
1663,0.0,2.0,1116,248,529,1954.0,1663,53227,0.0,137,6,4,1364,1954,1994,256000
833,833.0,3.0,0,588,228,1925.0,1666,5100,0.0,63,7,8,588,1925,1996,161000
979,224.0,3.0,185,524,352,1950.0,1203,7015,161.0,0,4,5,709,1950,1950,110000
832,1103.0,3.0,544,288,552,2009.0,1935,8004,110.0,150,5,8,832,2009,2009,263435
575,560.0,3.0,350,0,576,1971.0,1135,7200,0.0,0,9,7,560,1936,2007,155000
864,0.0,3.0,553,0,360,1965.0,864,8281,0.0,0,5,5,864,1965,1965,62383
849,811.0,3.0,326,389,240,1939.0,1660,11988,0.0,0,7,6,715,1934,1995,188700
1040,0.0,3.0,616,424,0,1980.0,1040,8430,136.0,0,5,5,1040,1978,1978,124000
1414,0.0,2.0,0,1375,398,2004.0,1414,3072,18.0,20,5,7,1375,2004,2004,178740
1277,0.0,2.0,778,499,526,1970.0,1277,10628,0.0,0,5,7,1277,1970,1970,167000
888,0.0,3.0,386,342,312,1942.0,1644,9480,224.0,0,7,5,728,1942,1995,146500
1634,0.0,3.0,0,1626,866,2006.0,1634,11428,248.0,44,5,8,1626,2006,2006,250000
832,878.0,3.0,426,406,506,1993.0,1710,9291,120.0,70,5,6,832,1993,1993,187000
1502,0.0,1.0,368,0,528,1985.0,1502,6820,0.0,54,5,8,1488,1985,1985,212000
1161,808.0,3.0,0,808,534,1977.0,1969,11952,0.0,0,6,7,808,1977,1977,190000
1072,0.0,2.0,459,88,525,2005.0,1072,3675,80.0,28,5,6,547,2005,2005,148000
1976,0.0,2.0,1350,626,908,2006.0,1976,14977,304.0,63,5,8,1976,2006,2007,440000
1652,0.0,2.0,1196,298,499,2000.0,1652,5330,0.0,48,5,8,1494,2000,2000,251000
970,0.0,2.0,630,340,624,1996.0,970,8480,0.0,24,6,5,970,1963,1963,132500
1493,0.0,3.0,994,484,508,1997.0,1493,13125,215.0,39,5,6,1478,1997,1998,208900
2069,574.0,3.0,0,2153,694,2006.0,2643,13693,772.0,84,5,9,2153,2006,2006,380000
1718,0.0,3.0,1288,417,826,2007.0,1718,10637,336.0,44,5,8,1705,2007,2008,297000
1131,0.0,3.0,168,739,672,1995.0,1131,5925,435.0,72,7,4,907,1937,2000,89471
1850,0.0,3.0,1261,572,772,2004.0,1850,16033,378.0,112,5,9,1833,2004,2005,326000
1792,0.0,2.0,1567,225,874,2003.0,1792,11846,562.0,49,5,9,1792,2003,2004,374000
916,0.0,4.0,299,611,164,1915.0,1826,2500,0.0,0,8,7,910,1915,2005,155000
1216,0.0,2.0,897,319,402,1998.0,1216,4500,116.0,125,5,6,1216,1998,1998,164000
999,0.0,3.0,588,411,264,1963.0,999,7758,0.0,132,7,5,999,1962,2001,132500
1113,0.0,3.0,607,506,264,1950.0,1113,9600,0.0,80,7,5,1113,1950,2007,147000
1073,0.0,3.0,836,237,515,1965.0,1073,10289,168.0,0,7,5,1073,1965,1965,156000
1484,0.0,3.0,998,486,487,1971.0,1484,12243,0.0,0,6,5,1484,1971,1971,175000
1766,648.0,3.0,664,290,520,1970.0,2414,10800,0.0,0,4,5,954,1900,1970,160000
630,0.0,3.0,515,115,286,1970.0,630,1526,0.0,0,8,4,630,1970,2002,86000
616,688.0,3.0,0,264,336,1976.0,1304,2665,0.0,24,6,5,264,1976,1976,115000
958,620.0,3.0,403,238,240,1941.0,1578,9490,0.0,0,7,6,806,1941,1950,133000
728,728.0,3.0,0,728,429,2006.0,1456,15578,0.0,0,5,6,728,2006,2006,172785
1269,0.0,3.0,374,363,308,1964.0,1269,7931,0.0,0,6,5,1269,1960,1960,155000
886,0.0,2.0,0,190,273,1938.0,886,5784,0.0,20,8,5,190,1938,1996,91300
720,0.0,2.0,495,225,0,1980.0,720,7879,0.0,523,5,4,720,1920,1950,34900
3228,0.0,3.0,1231,1969,546,1992.0,3228,12692,0.0,75,5,8,3200,1992,1993,430000
1133,687.0,4.0,329,697,240,1925.0,1820,9120,0.0,100,6,7,1026,1925,1950,184000
899,0.0,3.0,450,414,288,1967.0,899,7800,89.0,0,7,5,864,1967,2004,130000
912,0.0,2.0,111,522,297,1958.0,912,7535,0.0,285,7,5,912,1958,1985,120000
672,546.0,3.0,356,316,264,1973.0,1218,1890,285.0,28,5,6,672,1973,1973,113000
866,902.0,3.0,400,466,603,2005.0,1768,9803,0.0,108,5,7,866,2005,2005,226700
1214,0.0,2.0,698,420,461,1965.0,1214,9170,0.0,0,7,5,1214,1965,1965,140000
1801,0.0,1.0,1247,254,484,1959.0,1801,15602,0.0,54,8,7,1501,1959,1997,289000
855,0.0,3.0,257,103,440,1974.0,1322,2308,0.0,0,5,6,855,1974,1974,147000
960,1000.0,4.0,0,960,400,1952.0,1960,7596,360.0,0,5,5,960,1952,1952,124500
1065,846.0,3.0,380,397,471,1993.0,1911,9554,125.0,81,5,8,777,1993,1994,215000
1218,0.0,2.0,27,1191,676,2009.0,1218,7862,0.0,102,5,6,1218,2009,2009,208300
689,689.0,3.0,141,548,360,1928.0,1378,9600,0.0,0,9,7,689,1928,2005,161000
1041,0.0,3.0,991,50,270,1959.0,1041,9600,132.0,88,6,5,1041,1959,1959,124500
1363,0.0,2.0,650,178,288,1951.0,1363,14559,70.0,42,7,5,1008,1951,2000,164900
1368,0.0,2.0,0,1368,474,2005.0,1368,6792,94.0,35,5,7,1368,2005,2006,202665
864,0.0,3.0,521,169,624,1964.0,864,9100,0.0,0,5,5,864,1958,1958,129900
1080,0.0,3.0,336,748,484,1983.0,1080,9187,0.0,0,5,6,1084,1983,1983,134000
789,0.0,2.0,0,768,200,1926.0,789,10594,0.0,0,5,5,768,1926,1950,96500
2020,0.0,3.0,1436,570,900,2009.0,2020,12220,305.0,54,5,10,2006,2009,2009,402861
1378,741.0,3.0,0,689,583,1972.0,2119,10448,333.0,104,6,6,689,1972,1972,158000
1277,1067.0,3.0,0,1264,889,1996.0,2344,10208,921.0,0,5,7,1264,1996,1997,265000
882,914.0,3.0,706,88,546,1998.0,1796,9531,0.0,36,5,6,794,1998,1998,211000
1276,804.0,3.0,0,1276,282,1926.0,2080,10918,0.0,0,9,7,1276,1926,2004,234000
694,600.0,3.0,0,0,0,1980.0,1294,10800,0.0,114,7,4,0,1900,2000,106250
1244,0.0,3.0,777,467,336,1957.0,1244,11988,0.0,40,6,6,1244,1957,1957,150000
1004,0.0,3.0,399,605,420,1950.0,1664,5000,0.0,24,7,6,1004,1947,1950,159000
3138,1538.0,3.0,2260,878,884,2007.0,4676,40094,762.0,406,5,10,3138,2007,2008,184750
1383,1015.0,3.0,719,660,834,1996.0,2398,11787,594.0,60,5,7,1379,1996,1997,315750
1266,0.0,3.0,0,1257,453,2005.0,1266,7500,0.0,144,5,7,1257,2005,2005,176000
928,0.0,2.0,377,551,252,1956.0,928,13300,0.0,0,7,5,928,1956,2000,132000
1476,1237.0,3.0,1330,122,858,2008.0,2713,14948,268.0,66,5,9,1452,2008,2008,446261
605,0.0,2.0,348,180,0,1980.0,605,9098,0.0,0,7,4,528,1920,2002,86000
2515,0.0,4.0,1219,816,484,1975.0,2515,32668,0.0,0,3,6,2035,1957,1975,200624
1509,0.0,3.0,783,678,600,1988.0,1509,10200,219.0,0,5,6,1461,1988,1989,175000
751,611.0,3.0,0,611,502,1920.0,1362,6155,0.0,0,8,6,611,1920,1999,128000
827,0.0,2.0,0,0,392,1967.0,827,7200,0.0,0,7,5,0,1955,2007,107500
334,0.0,1.0,0,0,0,1980.0,334,5000,0.0,0,3,1,0,1946,1950,39300
707,707.0,3.0,0,707,403,2004.0,1414,9056,0.0,35,5,8,707,2004,2004,178000
820,527.0,3.0,969,148,0,1980.0,1347,7000,0.0,0,7,5,1117,1910,1991,107500
880,844.0,3.0,0,880,527,1998.0,1724,8924,0.0,155,5,7,880,1998,1999,188000
864,0.0,3.0,600,264,576,1980.0,864,12735,0.0,0,5,4,864,1972,1972,111250
1159,0.0,3.0,673,378,336,1968.0,1159,11553,188.0,0,5,5,1051,1968,1968,158000
1601,0.0,3.0,1358,223,670,2001.0,1601,11423,479.0,0,5,8,1581,2001,2002,272000
1838,0.0,2.0,1260,578,765,2006.0,1838,14601,584.0,68,5,9,1838,2006,2006,315000
997,1288.0,4.0,0,969,648,2000.0,2285,11000,72.0,56,5,8,969,2000,2000,248000
1680,0.0,3.0,144,379,583,1998.0,1680,10140,0.0,73,5,7,1650,1998,1999,213250
767,0.0,1.0,584,0,367,1998.0,767,4058,182.0,40,5,7,723,1998,1998,133000
664,0.0,3.0,554,100,426,2006.0,1496,17104,0.0,24,5,7,654,2006,2006,179665
1377,806.0,4.0,1002,0,786,1988.0,2183,13837,178.0,0,5,7,1204,1988,1988,229000
915,720.0,3.0,300,765,440,1950.0,1635,8737,0.0,38,7,6,1065,1923,1950,210000
768,0.0,2.0,619,149,624,1987.0,768,7244,0.0,0,7,5,768,1970,1970,129500
825,0.0,2.0,180,0,720,1963.0,825,8235,0.0,50,7,5,825,1955,1995,125000
912,1182.0,4.0,0,912,615,2003.0,2094,9375,0.0,182,5,7,912,2003,2004,263000
1069,0.0,2.0,559,510,440,1977.0,1069,4043,0.0,55,6,6,1069,1977,1977,140000
928,0.0,3.0,308,620,288,1957.0,928,6000,0.0,0,6,5,928,1957,1957,112500
1717,0.0,3.0,0,1709,908,2006.0,1717,11146,250.0,39,5,8,1709,2006,2006,255500
1126,0.0,2.0,0,0,520,2002.0,1126,8777,0.0,96,5,4,0,1949,2003,108000
1006,1040.0,3.0,866,132,871,2003.0,2046,10625,292.0,62,5,7,998,2003,2004,284000
1048,0.0,2.0,0,993,280,1922.0,1048,6380,0.0,0,6,5,993,1922,1950,113000
1092,0.0,2.0,895,197,299,1957.0,1092,14850,0.0,0,5,5,1092,1957,1957,141000
897,439.0,3.0,637,0,570,1994.0,1336,11040,0.0,47,6,4,637,1920,1950,108000
729,717.0,3.0,604,125,406,1996.0,1446,21872,0.0,22,5,7,729,1996,1997,175000
